uri_equipo,uri_equipo_temporada,temporada,ano_inicio,nombre_equipo,id_liga
https://www.proballers.com/es/baloncesto/equipo/911/amics-castello,https://www.proballers.com/es/baloncesto/equipo/911/amics-castello/2015,2015-2016,2015,Amics Castello,194
https://www.proballers.com/es/baloncesto/equipo/2110/c-b-prat,https://www.proballers.com/es/baloncesto/equipo/2110/c-b-prat/2015,2015-2016,2015,CB Prat,194
https://www.proballers.com/es/baloncesto/equipo/152/caceres,https://www.proballers.com/es/baloncesto/equipo/152/caceres/2015,2015-2016,2015,Caceres,194
https://www.proballers.com/es/baloncesto/equipo/149/rio-breogan,https://www.proballers.com/es/baloncesto/equipo/149/rio-breogan/2015,2015-2016,2015,Cafés Candelas Breogán,194
https://www.proballers.com/es/baloncesto/equipo/910/rioverde-clavijo,https://www.proballers.com/es/baloncesto/equipo/910/rioverde-clavijo/2015,2015-2016,2015,Clavijo CB,194
https://www.proballers.com/es/baloncesto/equipo/2244/fc-barcelona-ii,https://www.proballers.com/es/baloncesto/equipo/2244/fc-barcelona-ii/2015,2015-2016,2015,FC Barcelona II,194
https://www.proballers.com/es/baloncesto/equipo/219/hiopos-lleida,https://www.proballers.com/es/baloncesto/equipo/219/hiopos-lleida/2015,2015-2016,2015,Hiopos Lleida,194
https://www.proballers.com/es/baloncesto/equipo/1564/levitec-huesca,https://www.proballers.com/es/baloncesto/equipo/1564/levitec-huesca/2015,2015-2016,2015,Huesca,194
https://www.proballers.com/es/baloncesto/equipo/2114/leyma-coruna,https://www.proballers.com/es/baloncesto/equipo/2114/leyma-coruna/2015,2015-2016,2015,Leyma Coruña,194
https://www.proballers.com/es/baloncesto/equipo/2243/alimerka-oviedo,https://www.proballers.com/es/baloncesto/equipo/2243/alimerka-oviedo/2015,2015-2016,2015,Liberbank Oviedo,194
https://www.proballers.com/es/baloncesto/equipo/667/melilla-ciudad-del-deporte-1,https://www.proballers.com/es/baloncesto/equipo/667/melilla-ciudad-del-deporte-1/2015,2015-2016,2015,Melilla Ciudad Del Deporte 1,194
https://www.proballers.com/es/baloncesto/equipo/2113/navarra,https://www.proballers.com/es/baloncesto/equipo/2113/navarra/2015,2015-2016,2015,Navarra,194
https://www.proballers.com/es/baloncesto/equipo/670/ourense,https://www.proballers.com/es/baloncesto/equipo/670/ourense/2015,2015-2016,2015,Ourense,194
https://www.proballers.com/es/baloncesto/equipo/1562/super-agropal-palencia,https://www.proballers.com/es/baloncesto/equipo/1562/super-agropal-palencia/2015,2015-2016,2015,Palencia,194
https://www.proballers.com/es/baloncesto/equipo/2796/fibwi-palma,https://www.proballers.com/es/baloncesto/equipo/2796/fibwi-palma/2015,2015-2016,2015,Palma,194
https://www.proballers.com/es/baloncesto/equipo/909/san-pablo-burgos,https://www.proballers.com/es/baloncesto/equipo/909/san-pablo-burgos/2015,2015-2016,2015,San Pablo Burgos,194
https://www.proballers.com/es/baloncesto/equipo/911/amics-castello,https://www.proballers.com/es/baloncesto/equipo/911/amics-castello/2016,2016-2017,2016,Amics Castello,194
https://www.proballers.com/es/baloncesto/equipo/2556/araberri-basket-club,https://www.proballers.com/es/baloncesto/equipo/2556/araberri-basket-club/2016,2016-2017,2016,Araberri Basket Club,194
https://www.proballers.com/es/baloncesto/equipo/2110/c-b-prat,https://www.proballers.com/es/baloncesto/equipo/2110/c-b-prat/2016,2016-2017,2016,CB Prat,194
https://www.proballers.com/es/baloncesto/equipo/152/caceres,https://www.proballers.com/es/baloncesto/equipo/152/caceres/2016,2016-2017,2016,Caceres,194
https://www.proballers.com/es/baloncesto/equipo/149/rio-breogan,https://www.proballers.com/es/baloncesto/equipo/149/rio-breogan/2016,2016-2017,2016,Cafés Candelas Breogán,194
https://www.proballers.com/es/baloncesto/equipo/910/rioverde-clavijo,https://www.proballers.com/es/baloncesto/equipo/910/rioverde-clavijo/2016,2016-2017,2016,Clavijo CB,194
https://www.proballers.com/es/baloncesto/equipo/908/gipuzkoa-basket,https://www.proballers.com/es/baloncesto/equipo/908/gipuzkoa-basket/2016,2016-2017,2016,Delteco GBC,194
https://www.proballers.com/es/baloncesto/equipo/2244/fc-barcelona-ii,https://www.proballers.com/es/baloncesto/equipo/2244/fc-barcelona-ii/2016,2016-2017,2016,FC Barcelona II,194
https://www.proballers.com/es/baloncesto/equipo/219/hiopos-lleida,https://www.proballers.com/es/baloncesto/equipo/219/hiopos-lleida/2016,2016-2017,2016,Hiopos Lleida,194
https://www.proballers.com/es/baloncesto/equipo/1564/levitec-huesca,https://www.proballers.com/es/baloncesto/equipo/1564/levitec-huesca/2016,2016-2017,2016,Huesca,194
https://www.proballers.com/es/baloncesto/equipo/2114/leyma-coruna,https://www.proballers.com/es/baloncesto/equipo/2114/leyma-coruna/2016,2016-2017,2016,Leyma Coruña,194
https://www.proballers.com/es/baloncesto/equipo/2243/alimerka-oviedo,https://www.proballers.com/es/baloncesto/equipo/2243/alimerka-oviedo/2016,2016-2017,2016,Liberbank Oviedo,194
https://www.proballers.com/es/baloncesto/equipo/3006/marin-peixe-galego,https://www.proballers.com/es/baloncesto/equipo/3006/marin-peixe-galego/2016,2016-2017,2016,Marin Peixe Galego,194
https://www.proballers.com/es/baloncesto/equipo/667/melilla-ciudad-del-deporte-1,https://www.proballers.com/es/baloncesto/equipo/667/melilla-ciudad-del-deporte-1/2016,2016-2017,2016,Melilla Ciudad Del Deporte 1,194
https://www.proballers.com/es/baloncesto/equipo/670/ourense,https://www.proballers.com/es/baloncesto/equipo/670/ourense/2016,2016-2017,2016,Ourense,194
https://www.proballers.com/es/baloncesto/equipo/1562/super-agropal-palencia,https://www.proballers.com/es/baloncesto/equipo/1562/super-agropal-palencia/2016,2016-2017,2016,Palencia,194
https://www.proballers.com/es/baloncesto/equipo/2796/fibwi-palma,https://www.proballers.com/es/baloncesto/equipo/2796/fibwi-palma/2016,2016-2017,2016,Palma,194
https://www.proballers.com/es/baloncesto/equipo/909/san-pablo-burgos,https://www.proballers.com/es/baloncesto/equipo/909/san-pablo-burgos/2016,2016-2017,2016,San Pablo Burgos,194
https://www.proballers.com/es/baloncesto/equipo/911/amics-castello,https://www.proballers.com/es/baloncesto/equipo/911/amics-castello/2017,2017-2018,2017,Amics Castello,194
https://www.proballers.com/es/baloncesto/equipo/2556/araberri-basket-club,https://www.proballers.com/es/baloncesto/equipo/2556/araberri-basket-club/2017,2017-2018,2017,Araberri Basket Club,194
https://www.proballers.com/es/baloncesto/equipo/2110/c-b-prat,https://www.proballers.com/es/baloncesto/equipo/2110/c-b-prat/2017,2017-2018,2017,CB Prat,194
https://www.proballers.com/es/baloncesto/equipo/152/caceres,https://www.proballers.com/es/baloncesto/equipo/152/caceres/2017,2017-2018,2017,Caceres,194
https://www.proballers.com/es/baloncesto/equipo/149/rio-breogan,https://www.proballers.com/es/baloncesto/equipo/149/rio-breogan/2017,2017-2018,2017,Cafés Candelas Breogán,194
https://www.proballers.com/es/baloncesto/equipo/910/rioverde-clavijo,https://www.proballers.com/es/baloncesto/equipo/910/rioverde-clavijo/2017,2017-2018,2017,Clavijo CB,194
https://www.proballers.com/es/baloncesto/equipo/146/real-valladolid,https://www.proballers.com/es/baloncesto/equipo/146/real-valladolid/2017,2017-2018,2017,Clínica Sur-Aspasia RVB,194
https://www.proballers.com/es/baloncesto/equipo/2244/fc-barcelona-ii,https://www.proballers.com/es/baloncesto/equipo/2244/fc-barcelona-ii/2017,2017-2018,2017,FC Barcelona II,194
https://www.proballers.com/es/baloncesto/equipo/219/hiopos-lleida,https://www.proballers.com/es/baloncesto/equipo/219/hiopos-lleida/2017,2017-2018,2017,Hiopos Lleida,194
https://www.proballers.com/es/baloncesto/equipo/1564/levitec-huesca,https://www.proballers.com/es/baloncesto/equipo/1564/levitec-huesca/2017,2017-2018,2017,Huesca,194
https://www.proballers.com/es/baloncesto/equipo/405/baxi-manresa,https://www.proballers.com/es/baloncesto/equipo/405/baxi-manresa/2017,2017-2018,2017,ICL Manresa,194
https://www.proballers.com/es/baloncesto/equipo/2245/biele-isb,https://www.proballers.com/es/baloncesto/equipo/2245/biele-isb/2017,2017-2018,2017,Juaristi ISB,194
https://www.proballers.com/es/baloncesto/equipo/2114/leyma-coruna,https://www.proballers.com/es/baloncesto/equipo/2114/leyma-coruna/2017,2017-2018,2017,Leyma Coruña,194
https://www.proballers.com/es/baloncesto/equipo/2243/alimerka-oviedo,https://www.proballers.com/es/baloncesto/equipo/2243/alimerka-oviedo/2017,2017-2018,2017,Liberbank Oviedo,194
https://www.proballers.com/es/baloncesto/equipo/667/melilla-ciudad-del-deporte-1,https://www.proballers.com/es/baloncesto/equipo/667/melilla-ciudad-del-deporte-1/2017,2017-2018,2017,Melilla Ciudad Del Deporte 1,194
https://www.proballers.com/es/baloncesto/equipo/670/ourense,https://www.proballers.com/es/baloncesto/equipo/670/ourense/2017,2017-2018,2017,Ourense,194
https://www.proballers.com/es/baloncesto/equipo/1562/super-agropal-palencia,https://www.proballers.com/es/baloncesto/equipo/1562/super-agropal-palencia/2017,2017-2018,2017,Palencia,194
https://www.proballers.com/es/baloncesto/equipo/2796/fibwi-palma,https://www.proballers.com/es/baloncesto/equipo/2796/fibwi-palma/2017,2017-2018,2017,Palma,194
https://www.proballers.com/es/baloncesto/equipo/911/amics-castello,https://www.proballers.com/es/baloncesto/equipo/911/amics-castello/2018,2018-2019,2018,Amics Castello,194
https://www.proballers.com/es/baloncesto/equipo/2556/araberri-basket-club,https://www.proballers.com/es/baloncesto/equipo/2556/araberri-basket-club/2018,2018-2019,2018,Araberri Basket Club,194
https://www.proballers.com/es/baloncesto/equipo/2110/c-b-prat,https://www.proballers.com/es/baloncesto/equipo/2110/c-b-prat/2018,2018-2019,2018,CB Prat,194
https://www.proballers.com/es/baloncesto/equipo/152/caceres,https://www.proballers.com/es/baloncesto/equipo/152/caceres/2018,2018-2019,2018,Caceres,194
https://www.proballers.com/es/baloncesto/equipo/146/real-valladolid,https://www.proballers.com/es/baloncesto/equipo/146/real-valladolid/2018,2018-2019,2018,Clínica Sur-Aspasia RVB,194
https://www.proballers.com/es/baloncesto/equipo/218/coviran-granada,https://www.proballers.com/es/baloncesto/equipo/218/coviran-granada/2018,2018-2019,2018,Coviran Granada,194
https://www.proballers.com/es/baloncesto/equipo/2244/fc-barcelona-ii,https://www.proballers.com/es/baloncesto/equipo/2244/fc-barcelona-ii/2018,2018-2019,2018,FC Barcelona II,194
https://www.proballers.com/es/baloncesto/equipo/219/hiopos-lleida,https://www.proballers.com/es/baloncesto/equipo/219/hiopos-lleida/2018,2018-2019,2018,Hiopos Lleida,194
https://www.proballers.com/es/baloncesto/equipo/1564/levitec-huesca,https://www.proballers.com/es/baloncesto/equipo/1564/levitec-huesca/2018,2018-2019,2018,Huesca,194
https://www.proballers.com/es/baloncesto/equipo/2114/leyma-coruna,https://www.proballers.com/es/baloncesto/equipo/2114/leyma-coruna/2018,2018-2019,2018,Leyma Coruña,194
https://www.proballers.com/es/baloncesto/equipo/2243/alimerka-oviedo,https://www.proballers.com/es/baloncesto/equipo/2243/alimerka-oviedo/2018,2018-2019,2018,Liberbank Oviedo,194
https://www.proballers.com/es/baloncesto/equipo/667/melilla-ciudad-del-deporte-1,https://www.proballers.com/es/baloncesto/equipo/667/melilla-ciudad-del-deporte-1/2018,2018-2019,2018,Melilla Ciudad Del Deporte 1,194
https://www.proballers.com/es/baloncesto/equipo/670/ourense,https://www.proballers.com/es/baloncesto/equipo/670/ourense/2018,2018-2019,2018,Ourense,194
https://www.proballers.com/es/baloncesto/equipo/1562/super-agropal-palencia,https://www.proballers.com/es/baloncesto/equipo/1562/super-agropal-palencia/2018,2018-2019,2018,Palencia,194
https://www.proballers.com/es/baloncesto/equipo/2796/fibwi-palma,https://www.proballers.com/es/baloncesto/equipo/2796/fibwi-palma/2018,2018-2019,2018,Palma,194
https://www.proballers.com/es/baloncesto/equipo/844/surne-bilbao,https://www.proballers.com/es/baloncesto/equipo/844/surne-bilbao/2018,2018-2019,2018,RETAbet Bilbao,194
https://www.proballers.com/es/baloncesto/equipo/158/real-betis,https://www.proballers.com/es/baloncesto/equipo/158/real-betis/2018,2018-2019,2018,Real Betis,194
https://www.proballers.com/es/baloncesto/equipo/13206/real-canoe-n-c,https://www.proballers.com/es/baloncesto/equipo/13206/real-canoe-n-c/2018,2018-2019,2018,Real Canoe,194
https://www.proballers.com/es/baloncesto/equipo/13354/almansa-con-afanion,https://www.proballers.com/es/baloncesto/equipo/13354/almansa-con-afanion/2019,2019-2020,2019,Almansa Con Afanion,194
https://www.proballers.com/es/baloncesto/equipo/911/amics-castello,https://www.proballers.com/es/baloncesto/equipo/911/amics-castello/2019,2019-2020,2019,Amics Castello,194
https://www.proballers.com/es/baloncesto/equipo/152/caceres,https://www.proballers.com/es/baloncesto/equipo/152/caceres/2019,2019-2020,2019,Caceres,194
https://www.proballers.com/es/baloncesto/equipo/146/real-valladolid,https://www.proballers.com/es/baloncesto/equipo/146/real-valladolid/2019,2019-2020,2019,Clínica Sur-Aspasia RVB,194
https://www.proballers.com/es/baloncesto/equipo/218/coviran-granada,https://www.proballers.com/es/baloncesto/equipo/218/coviran-granada/2019,2019-2020,2019,Coviran Granada,194
https://www.proballers.com/es/baloncesto/equipo/908/gipuzkoa-basket,https://www.proballers.com/es/baloncesto/equipo/908/gipuzkoa-basket/2019,2019-2020,2019,Delteco GBC,194
https://www.proballers.com/es/baloncesto/equipo/151/hla-alicante,https://www.proballers.com/es/baloncesto/equipo/151/hla-alicante/2019,2019-2020,2019,HLA Alicante,194
https://www.proballers.com/es/baloncesto/equipo/219/hiopos-lleida,https://www.proballers.com/es/baloncesto/equipo/219/hiopos-lleida/2019,2019-2020,2019,Hiopos Lleida,194
https://www.proballers.com/es/baloncesto/equipo/1564/levitec-huesca,https://www.proballers.com/es/baloncesto/equipo/1564/levitec-huesca/2019,2019-2020,2019,Huesca,194
https://www.proballers.com/es/baloncesto/equipo/149/rio-breogan,https://www.proballers.com/es/baloncesto/equipo/149/rio-breogan/2019,2019-2020,2019,Leche Río Breogán,194
https://www.proballers.com/es/baloncesto/equipo/2114/leyma-coruna,https://www.proballers.com/es/baloncesto/equipo/2114/leyma-coruna/2019,2019-2020,2019,Leyma Coruña,194
https://www.proballers.com/es/baloncesto/equipo/2243/alimerka-oviedo,https://www.proballers.com/es/baloncesto/equipo/2243/alimerka-oviedo/2019,2019-2020,2019,Liberbank Oviedo,194
https://www.proballers.com/es/baloncesto/equipo/3006/marin-peixe-galego,https://www.proballers.com/es/baloncesto/equipo/3006/marin-peixe-galego/2019,2019-2020,2019,Marin Peixe Galego,194
https://www.proballers.com/es/baloncesto/equipo/667/melilla-ciudad-del-deporte-1,https://www.proballers.com/es/baloncesto/equipo/667/melilla-ciudad-del-deporte-1/2019,2019-2020,2019,Melilla Ciudad Del Deporte 1,194
https://www.proballers.com/es/baloncesto/equipo/670/ourense,https://www.proballers.com/es/baloncesto/equipo/670/ourense/2019,2019-2020,2019,Ourense,194
https://www.proballers.com/es/baloncesto/equipo/1562/super-agropal-palencia,https://www.proballers.com/es/baloncesto/equipo/1562/super-agropal-palencia/2019,2019-2020,2019,Palencia,194
https://www.proballers.com/es/baloncesto/equipo/2796/fibwi-palma,https://www.proballers.com/es/baloncesto/equipo/2796/fibwi-palma/2019,2019-2020,2019,Palma,194
https://www.proballers.com/es/baloncesto/equipo/13206/real-canoe-n-c,https://www.proballers.com/es/baloncesto/equipo/13206/real-canoe-n-c/2019,2019-2020,2019,Real Canoe,194
https://www.proballers.com/es/baloncesto/equipo/13354/almansa-con-afanion,https://www.proballers.com/es/baloncesto/equipo/13354/almansa-con-afanion/2020,2020-2021,2020,Almansa Con Afanion,194
https://www.proballers.com/es/baloncesto/equipo/911/amics-castello,https://www.proballers.com/es/baloncesto/equipo/911/amics-castello/2020,2020-2021,2020,Amics Castello,194
https://www.proballers.com/es/baloncesto/equipo/13356/basquet-girona,https://www.proballers.com/es/baloncesto/equipo/13356/basquet-girona/2020,2020-2021,2020,Basquet Girona,194
https://www.proballers.com/es/baloncesto/equipo/152/caceres,https://www.proballers.com/es/baloncesto/equipo/152/caceres/2020,2020-2021,2020,Caceres,194
https://www.proballers.com/es/baloncesto/equipo/146/real-valladolid,https://www.proballers.com/es/baloncesto/equipo/146/real-valladolid/2020,2020-2021,2020,Clínica Sur-Aspasia RVB,194
https://www.proballers.com/es/baloncesto/equipo/218/coviran-granada,https://www.proballers.com/es/baloncesto/equipo/218/coviran-granada/2020,2020-2021,2020,Coviran Granada,194
https://www.proballers.com/es/baloncesto/equipo/151/hla-alicante,https://www.proballers.com/es/baloncesto/equipo/151/hla-alicante/2020,2020-2021,2020,HLA Alicante,194
https://www.proballers.com/es/baloncesto/equipo/219/hiopos-lleida,https://www.proballers.com/es/baloncesto/equipo/219/hiopos-lleida/2020,2020-2021,2020,Hiopos Lleida,194
https://www.proballers.com/es/baloncesto/equipo/1564/levitec-huesca,https://www.proballers.com/es/baloncesto/equipo/1564/levitec-huesca/2020,2020-2021,2020,Huesca,194
https://www.proballers.com/es/baloncesto/equipo/149/rio-breogan,https://www.proballers.com/es/baloncesto/equipo/149/rio-breogan/2020,2020-2021,2020,Leche Río Breogán,194
