uri_equipo,ano_inicio,victorias_total,partidos_jugados,puntos_total,puntos_promedio,valoracion_total,valoracion_promedio,asistencias_total,asistencias_promedio,robos_total,robos_promedio,perdidas_total,perdidas_promedio,tapones_total,tapones_promedio,rebotes_ofensivos_total,rebotes_ofensivos_promedio,rebotes_defensivos_total,rebotes_defensivos_promedio,rebotes_totales_total,rebotes_totales_promedio,faltas_cometidas_total,faltas_cometidas_promedio,faltas_recibidas_total,faltas_recibidas_promedio,mas_menos_total,mas_menos_promedio,t2_metidos_total,t2_metidos_promedio,t2_intentados_total,t2_intentados_promedio,t3_metidos_total,t3_metidos_promedio,t3_intentados_total,t3_intentados_promedio,t1_metidos_total,t1_metidos_promedio,t1_intentados_total,t1_intentados_promedio,tiros_campo_metidos_total,tiros_campo_metidos_promedio,tiros_campo_intentados_total,tiros_campo_intentados_promedio,win_rate,ts_porcentaje,ast_ratio,reb_ratio_ofensivo,posesiones_totales,posesiones_por_partido,ortg_equipo,nombre_equipo
https://www.proballers.com/es/baloncesto/equipo/2114/leyma-coruna,2025,9,9,832.0,92.44,904.0,100.44,145.0,16.11,69.0,7.67,90.0,10.0,16.0,1.78,102.0,11.33,226.0,25.11,328.0,36.44,0.0,0.0,0.0,0.0,0.0,0.0,186,20.67,347,38.56,96,10.67,272,30.22,172,19.11,231,25.67,282,31.33,619,68.78,100.0,57.73,17.89,31.1,708.64,78.74,117.41,Leyma Coruña
https://www.proballers.com/es/baloncesto/equipo/218/coviran-granada,2018,20,34,2540.0,74.71,2766.0,81.35,459.0,13.5,205.0,6.03,406.0,11.94,56.0,1.65,363.0,10.68,862.0,25.35,1225.0,36.03,0.0,0.0,0.0,0.0,0.0,0.0,600,17.65,1233,36.26,287,8.44,820,24.12,479,14.09,626,18.41,887,26.09,2053,60.38,58.82,54.54,16.79,29.63,2371.44,69.75,107.11,Coviran Granada
https://www.proballers.com/es/baloncesto/equipo/218/coviran-granada,2019,9,24,1734.0,72.25,1885.0,78.54,342.0,14.25,170.0,7.08,260.0,10.83,43.0,1.79,273.0,11.38,578.0,24.08,851.0,35.46,0.0,0.0,0.0,0.0,0.0,0.0,408,17.0,919,38.29,196,8.17,572,23.83,330,13.75,438,18.25,604,25.17,1491,62.12,37.5,51.49,17.6,32.08,1670.72,69.61,103.79,Coviran Granada
https://www.proballers.com/es/baloncesto/equipo/218/coviran-granada,2020,20,28,2209.0,78.89,2274.0,81.21,387.0,13.82,178.0,6.36,356.0,12.71,53.0,1.89,226.0,8.07,623.0,22.25,849.0,30.32,0.0,0.0,0.0,0.0,0.0,0.0,493,17.61,937,33.46,264,9.43,725,25.89,431,15.39,572,20.43,757,27.04,1662,59.36,71.43,57.72,17.05,26.62,2043.68,72.99,108.09,Coviran Granada
https://www.proballers.com/es/baloncesto/equipo/218/coviran-granada,2021,26,34,2755.0,81.03,3027.0,89.03,486.0,14.29,257.0,7.56,408.0,12.0,73.0,2.15,331.0,9.74,753.0,22.15,1084.0,31.88,0.0,0.0,0.0,0.0,0.0,0.0,742,21.82,1322,38.88,288,8.47,808,23.76,407,11.97,527,15.5,1030,30.29,2130,62.65,76.47,58.32,17.55,30.54,2438.88,71.73,112.96,Coviran Granada
https://www.proballers.com/es/baloncesto/equipo/219/hiopos-lleida,2015,9,30,2161.0,72.03,2035.0,67.83,328.0,10.93,197.0,6.57,412.0,13.73,47.0,1.57,306.0,10.2,683.0,22.77,989.0,32.97,0.0,0.0,0.0,0.0,0.0,0.0,563,18.77,1203,40.1,216,7.2,685,22.83,387,12.9,553,18.43,779,25.97,1888,62.93,30.0,50.7,12.9,30.94,2237.32,74.58,96.59,Hiopos Lleida
https://www.proballers.com/es/baloncesto/equipo/219/hiopos-lleida,2016,18,34,2612.0,76.82,2773.0,81.56,454.0,13.35,239.0,7.03,400.0,11.76,96.0,2.82,336.0,9.88,779.0,22.91,1115.0,32.79,0.0,0.0,0.0,0.0,0.0,0.0,709,20.85,1420,41.76,262,7.71,737,21.68,408,12.0,565,16.62,971,28.56,2157,63.44,52.94,54.29,16.18,30.13,2469.6,72.64,105.77,Hiopos Lleida
https://www.proballers.com/es/baloncesto/equipo/219/hiopos-lleida,2017,12,34,2530.0,74.41,2623.0,77.15,420.0,12.35,195.0,5.74,373.0,10.97,85.0,2.5,285.0,8.38,731.0,21.5,1016.0,29.88,0.0,0.0,0.0,0.0,0.0,0.0,695,20.44,1391,40.91,241,7.09,667,19.62,417,12.26,545,16.03,936,27.53,2058,60.53,35.29,55.05,15.73,28.05,2385.8,70.17,106.04,Hiopos Lleida
https://www.proballers.com/es/baloncesto/equipo/219/hiopos-lleida,2018,16,34,2498.0,73.47,2654.0,78.06,482.0,14.18,248.0,7.29,408.0,12.0,103.0,3.03,376.0,11.06,780.0,22.94,1156.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,660,19.41,1353,39.79,275,8.09,870,25.59,353,10.38,490,14.41,935,27.5,2223,65.38,47.06,51.22,16.93,32.53,2470.6,72.66,101.11,Hiopos Lleida
https://www.proballers.com/es/baloncesto/equipo/219/hiopos-lleida,2019,9,24,1749.0,72.88,1776.0,74.0,318.0,13.25,133.0,5.54,315.0,13.12,70.0,2.92,224.0,9.33,581.0,24.21,805.0,33.54,0.0,0.0,0.0,0.0,0.0,0.0,456,19.0,957,39.88,195,8.12,572,23.83,252,10.5,358,14.92,651,27.12,1529,63.71,37.5,51.85,15.89,27.83,1777.52,74.06,98.4,Hiopos Lleida
https://www.proballers.com/es/baloncesto/equipo/219/hiopos-lleida,2020,12,26,1990.0,76.54,1975.0,75.96,320.0,12.31,161.0,6.19,316.0,12.15,24.0,0.92,225.0,8.65,577.0,22.19,802.0,30.85,0.0,0.0,0.0,0.0,0.0,0.0,482,18.54,946,36.38,201,7.73,604,23.23,423,16.27,562,21.62,683,26.27,1550,59.62,46.15,55.36,15.14,28.05,1888.28,72.63,105.39,Hiopos Lleida
https://www.proballers.com/es/baloncesto/equipo/219/hiopos-lleida,2021,22,34,2757.0,81.09,2886.0,84.88,489.0,14.38,215.0,6.32,429.0,12.62,72.0,2.12,292.0,8.59,826.0,24.29,1118.0,32.88,0.0,0.0,0.0,0.0,0.0,0.0,704,20.71,1327,39.03,296,8.71,845,24.85,461,13.56,625,18.38,1000,29.41,2172,63.88,64.71,56.33,17.0,26.12,2584.0,76.0,106.7,Hiopos Lleida
https://www.proballers.com/es/baloncesto/equipo/219/hiopos-lleida,2022,22,34,2725.0,80.15,2881.0,84.74,534.0,15.71,228.0,6.71,427.0,12.56,53.0,1.56,353.0,10.38,834.0,24.53,1187.0,34.91,0.0,0.0,0.0,0.0,0.0,0.0,581,17.09,1149,33.79,354,10.41,1010,29.71,501,14.74,696,20.47,935,27.5,2159,63.5,64.71,55.27,18.46,29.74,2539.24,74.68,107.32,Hiopos Lleida
https://www.proballers.com/es/baloncesto/equipo/219/hiopos-lleida,2023,26,34,2794.0,82.18,3102.0,91.24,624.0,18.35,260.0,7.65,382.0,11.24,77.0,2.26,322.0,9.47,801.0,23.56,1123.0,33.03,0.0,0.0,0.0,0.0,0.0,0.0,693,20.38,1269,37.32,316,9.29,946,27.82,460,13.53,648,19.06,1009,29.68,2215,65.15,76.47,55.88,21.65,28.67,2560.12,75.3,109.14,Hiopos Lleida
https://www.proballers.com/es/baloncesto/equipo/2243/alimerka-oviedo,2015,18,30,2286.0,76.2,2324.0,77.47,418.0,13.93,184.0,6.13,371.0,12.37,25.0,0.83,265.0,8.83,662.0,22.07,927.0,30.9,0.0,0.0,0.0,0.0,0.0,0.0,539,17.97,1025,34.17,281,9.37,810,27.0,365,12.17,495,16.5,820,27.33,1835,61.17,60.0,55.68,17.25,28.59,2158.8,71.96,105.89,Liberbank Oviedo
https://www.proballers.com/es/baloncesto/equipo/2243/alimerka-oviedo,2016,22,34,2741.0,80.62,2970.0,87.35,528.0,15.53,230.0,6.76,400.0,11.76,96.0,2.82,301.0,8.85,814.0,23.94,1115.0,32.79,0.0,0.0,0.0,0.0,0.0,0.0,626,18.41,1227,36.09,333,9.79,903,26.56,490,14.41,659,19.38,959,28.21,2130,62.65,64.71,56.63,18.72,27.0,2518.96,74.09,108.81,Liberbank Oviedo
https://www.proballers.com/es/baloncesto/equipo/2243/alimerka-oviedo,2017,22,34,2597.0,76.38,2765.0,81.32,479.0,14.09,222.0,6.53,385.0,11.32,90.0,2.65,295.0,8.68,787.0,23.15,1082.0,31.82,0.0,0.0,0.0,0.0,0.0,0.0,659,19.38,1244,36.59,279,8.21,795,23.38,442,13.0,661,19.44,938,27.59,2039,59.97,64.71,55.73,17.64,27.26,2419.84,71.17,107.32,Liberbank Oviedo
https://www.proballers.com/es/baloncesto/equipo/2243/alimerka-oviedo,2018,22,34,2607.0,76.68,2908.0,85.53,558.0,16.41,184.0,5.41,448.0,13.18,88.0,2.59,248.0,7.29,891.0,26.21,1139.0,33.5,0.0,0.0,0.0,0.0,0.0,0.0,600,17.65,1129,33.21,352,10.35,910,26.76,351,10.32,484,14.24,952,28.0,2039,59.97,64.71,57.88,20.67,21.77,2451.96,72.12,106.32,Liberbank Oviedo
https://www.proballers.com/es/baloncesto/equipo/2243/alimerka-oviedo,2019,8,24,1682.0,70.08,1774.0,73.92,383.0,15.96,129.0,5.38,318.0,13.25,56.0,2.33,163.0,6.79,606.0,25.25,769.0,32.04,0.0,0.0,0.0,0.0,0.0,0.0,388,16.17,786,32.75,198,8.25,623,25.96,312,13.0,416,17.33,586,24.42,1409,58.71,33.33,52.83,20.05,21.2,1747.04,72.79,96.28,Liberbank Oviedo
https://www.proballers.com/es/baloncesto/equipo/2243/alimerka-oviedo,2020,16,26,2074.0,79.77,2153.0,82.81,328.0,12.62,153.0,5.88,295.0,11.35,58.0,2.23,204.0,7.85,588.0,22.62,792.0,30.46,0.0,0.0,0.0,0.0,0.0,0.0,525,20.19,1007,38.73,216,8.31,556,21.38,376,14.46,511,19.65,741,28.5,1563,60.12,61.54,58.0,15.75,25.76,1878.84,72.26,110.39,Liberbank Oviedo
https://www.proballers.com/es/baloncesto/equipo/2243/alimerka-oviedo,2021,19,34,2610.0,76.76,2661.0,78.26,420.0,12.35,229.0,6.74,396.0,11.65,52.0,1.53,354.0,10.41,795.0,23.38,1149.0,33.79,0.0,0.0,0.0,0.0,0.0,0.0,692,20.35,1411,41.5,259,7.62,772,22.71,449,13.21,620,18.24,951,27.97,2183,64.21,55.88,53.14,14.73,30.81,2497.8,73.46,104.49,Liberbank Oviedo
https://www.proballers.com/es/baloncesto/equipo/2243/alimerka-oviedo,2022,11,34,2384.0,70.12,2353.0,69.21,435.0,12.79,241.0,7.09,452.0,13.29,100.0,2.94,263.0,7.74,784.0,23.06,1047.0,30.79,0.0,0.0,0.0,0.0,0.0,0.0,619,18.21,1272,37.41,234,6.88,810,23.82,444,13.06,617,18.15,853,25.09,2082,61.24,32.35,50.65,15.51,25.12,2542.48,74.78,93.77,Liberbank Oviedo
https://www.proballers.com/es/baloncesto/equipo/2243/alimerka-oviedo,2023,13,34,2674.0,78.65,2698.0,79.35,528.0,15.53,199.0,5.85,396.0,11.65,75.0,2.21,356.0,10.47,736.0,21.65,1092.0,32.12,0.0,0.0,0.0,0.0,0.0,0.0,602,17.71,1207,35.5,344,10.12,985,28.97,438,12.88,666,19.59,946,27.82,2192,64.47,38.24,53.8,18.33,32.6,2525.04,74.27,105.9,Liberbank Oviedo
https://www.proballers.com/es/baloncesto/equipo/2243/alimerka-oviedo,2024,14,34,2673.0,78.62,2650.0,77.94,490.0,14.41,203.0,5.97,397.0,11.68,51.0,1.5,333.0,9.79,772.0,22.71,1105.0,32.5,0.0,0.0,0.0,0.0,0.0,0.0,651,19.15,1286,37.82,291,8.56,925,27.21,498,14.65,704,20.71,942,27.71,2211,65.03,41.18,53.02,16.79,30.14,2584.76,76.02,103.41,Liberbank Oviedo
https://www.proballers.com/es/baloncesto/equipo/2243/alimerka-oviedo,2025,4,10,819.0,81.9,845.0,84.5,156.0,15.6,66.0,6.6,145.0,14.5,22.0,2.2,102.0,10.2,244.0,24.4,346.0,34.6,0.0,0.0,0.0,0.0,0.0,0.0,191,19.1,342,34.2,97,9.7,304,30.4,146,14.6,207,20.7,288,28.8,646,64.6,40.0,55.56,17.69,29.48,780.08,78.01,104.99,Liberbank Oviedo
https://www.proballers.com/es/baloncesto/equipo/2244/fc-barcelona-ii,2015,13,30,2271.0,75.7,2270.0,75.67,371.0,12.37,170.0,5.67,384.0,12.8,83.0,2.77,343.0,11.43,716.0,23.87,1059.0,35.3,0.0,0.0,0.0,0.0,0.0,0.0,562,18.73,1147,38.23,260,8.67,845,28.17,367,12.23,497,16.57,822,27.4,1992,66.4,43.33,51.36,14.3,32.39,2251.68,75.06,100.86,FC Barcelona II
https://www.proballers.com/es/baloncesto/equipo/2244/fc-barcelona-ii,2016,13,34,2538.0,74.65,2586.0,76.06,450.0,13.24,198.0,5.82,501.0,14.74,119.0,3.5,391.0,11.5,814.0,23.94,1205.0,35.44,0.0,0.0,0.0,0.0,0.0,0.0,681,20.03,1382,40.65,250,7.35,775,22.79,426,12.53,623,18.32,931,27.38,2157,63.44,38.24,52.2,15.35,32.45,2541.12,74.74,99.88,FC Barcelona II
https://www.proballers.com/es/baloncesto/equipo/2244/fc-barcelona-ii,2017,13,34,2575.0,75.74,2665.0,78.38,463.0,13.62,238.0,7.0,436.0,12.82,98.0,2.88,355.0,10.44,823.0,24.21,1178.0,34.65,0.0,0.0,0.0,0.0,0.0,0.0,689,20.26,1422,41.82,243,7.15,771,22.68,468,13.76,658,19.35,932,27.41,2193,64.5,38.24,51.86,15.86,30.14,2563.52,75.4,100.45,FC Barcelona II
https://www.proballers.com/es/baloncesto/equipo/2244/fc-barcelona-ii,2018,9,34,2384.0,70.12,2366.0,69.59,480.0,14.12,248.0,7.29,497.0,14.62,111.0,3.26,343.0,10.09,752.0,22.12,1095.0,32.21,0.0,0.0,0.0,0.0,0.0,0.0,582,17.12,1219,35.85,291,8.56,947,27.85,347,10.21,509,14.97,873,25.68,2166,63.71,26.47,49.88,16.63,31.32,2543.96,74.82,93.71,FC Barcelona II
https://www.proballers.com/es/baloncesto/equipo/2245/biele-isb,2017,12,34,2426.0,71.35,2365.0,69.56,400.0,11.76,163.0,4.79,415.0,12.21,58.0,1.71,279.0,8.21,763.0,22.44,1042.0,30.65,0.0,0.0,0.0,0.0,0.0,0.0,607,17.85,1256,36.94,278,8.18,796,23.41,378,11.12,520,15.29,885,26.03,2052,60.35,35.29,53.18,14.84,26.78,2416.8,71.08,100.38,Juaristi ISB
https://www.proballers.com/es/baloncesto/equipo/2245/biele-isb,2021,13,34,2611.0,76.79,2547.0,74.91,428.0,12.59,186.0,5.47,463.0,13.62,58.0,1.71,289.0,8.5,760.0,22.35,1049.0,30.85,0.0,0.0,0.0,0.0,0.0,0.0,659,19.38,1230,36.18,298,8.76,874,25.71,399,11.74,574,16.88,957,28.15,2104,61.88,38.24,55.4,15.18,27.55,2530.56,74.43,103.18,Juaristi ISB
https://www.proballers.com/es/baloncesto/equipo/2245/biele-isb,2022,8,34,2489.0,73.21,2285.0,67.21,364.0,10.71,206.0,6.06,450.0,13.24,52.0,1.53,313.0,9.21,749.0,22.03,1062.0,31.24,0.0,0.0,0.0,0.0,0.0,0.0,608,17.88,1253,36.85,289,8.5,890,26.18,406,11.94,598,17.59,897,26.38,2143,63.03,23.53,51.72,12.74,29.47,2543.12,74.8,97.87,Juaristi ISB
https://www.proballers.com/es/baloncesto/equipo/2556/araberri-basket-club,2016,14,34,2664.0,78.35,2772.0,81.53,435.0,12.79,224.0,6.59,293.0,8.62,51.0,1.5,313.0,9.21,687.0,20.21,1000.0,29.41,0.0,0.0,0.0,0.0,0.0,0.0,650,19.12,1249,36.74,315,9.26,876,25.76,419,12.32,568,16.71,965,28.38,2125,62.5,41.18,56.09,16.3,31.3,2354.92,69.26,113.12,Araberri Basket Club
https://www.proballers.com/es/baloncesto/equipo/2556/araberri-basket-club,2017,15,34,2821.0,82.97,2979.0,87.62,475.0,13.97,242.0,7.12,369.0,10.85,83.0,2.44,361.0,10.62,775.0,22.79,1136.0,33.41,0.0,0.0,0.0,0.0,0.0,0.0,802,23.59,1635,48.09,267,7.85,690,20.29,416,12.24,569,16.74,1069,31.44,2325,68.38,44.12,54.77,16.13,31.78,2583.36,75.98,109.2,Araberri Basket Club
https://www.proballers.com/es/baloncesto/equipo/2556/araberri-basket-club,2018,7,34,2516.0,74.0,2453.0,72.15,382.0,11.24,233.0,6.85,424.0,12.47,86.0,2.53,373.0,10.97,790.0,23.24,1163.0,34.21,0.0,0.0,0.0,0.0,0.0,0.0,689,20.26,1418,41.71,258,7.59,853,25.09,364,10.71,543,15.97,947,27.85,2271,66.79,20.59,50.12,13.02,32.07,2560.92,75.32,98.25,Araberri Basket Club
https://www.proballers.com/es/baloncesto/equipo/2796/fibwi-palma,2015,14,30,2309.0,76.97,2520.0,84.0,456.0,15.2,178.0,5.93,372.0,12.4,81.0,2.7,277.0,9.23,693.0,23.1,970.0,32.33,0.0,0.0,0.0,0.0,0.0,0.0,555,18.5,1050,35.0,297,9.9,790,26.33,308,10.27,422,14.07,852,28.4,1840,61.33,46.67,56.99,19.02,28.56,2120.68,70.69,108.88,Palma
https://www.proballers.com/es/baloncesto/equipo/2796/fibwi-palma,2016,19,34,2708.0,79.65,2817.0,82.85,452.0,13.29,207.0,6.09,397.0,11.68,58.0,1.71,295.0,8.68,781.0,22.97,1076.0,31.65,0.0,0.0,0.0,0.0,0.0,0.0,588,17.29,1184,34.82,376,11.06,939,27.62,404,11.88,532,15.65,964,28.35,2123,62.44,55.88,57.44,16.41,27.42,2459.08,72.33,110.12,Palma
https://www.proballers.com/es/baloncesto/equipo/2796/fibwi-palma,2017,13,34,2506.0,73.71,2643.0,77.74,448.0,13.18,203.0,5.97,365.0,10.74,52.0,1.53,253.0,7.44,756.0,22.24,1009.0,29.68,0.0,0.0,0.0,0.0,0.0,0.0,601,17.68,1169,34.38,333,9.79,873,25.68,305,8.97,407,11.97,934,27.47,2042,60.06,38.24,56.41,17.32,25.07,2333.08,68.62,107.41,Palma
https://www.proballers.com/es/baloncesto/equipo/2796/fibwi-palma,2018,22,34,2675.0,78.68,2910.0,85.59,495.0,14.56,235.0,6.91,397.0,11.68,60.0,1.76,309.0,9.09,792.0,23.29,1101.0,32.38,0.0,0.0,0.0,0.0,0.0,0.0,706,20.76,1288,37.88,285,8.38,803,23.62,408,12.0,567,16.68,991,29.15,2091,61.5,64.71,57.15,18.08,28.07,2428.48,71.43,110.15,Palma
https://www.proballers.com/es/baloncesto/equipo/2796/fibwi-palma,2019,15,24,1839.0,76.62,1998.0,83.25,354.0,14.75,154.0,6.42,319.0,13.29,68.0,2.83,228.0,9.5,622.0,25.92,850.0,35.42,0.0,0.0,0.0,0.0,0.0,0.0,429,17.88,851,35.46,217,9.04,632,26.33,330,13.75,441,18.38,646,26.92,1483,61.79,62.5,54.83,17.74,26.82,1768.04,73.67,104.01,Palma
https://www.proballers.com/es/baloncesto/equipo/2796/fibwi-palma,2020,15,28,2162.0,77.21,2195.0,78.39,397.0,14.18,236.0,8.43,363.0,12.96,34.0,1.21,249.0,8.89,606.0,21.64,855.0,30.54,0.0,0.0,0.0,0.0,0.0,0.0,567,20.25,1108,39.57,207,7.39,664,23.71,407,14.54,535,19.11,774,27.64,1772,63.29,53.57,53.85,16.75,29.12,2121.4,75.76,101.91,Palma
https://www.proballers.com/es/baloncesto/equipo/2796/fibwi-palma,2021,10,34,2669.0,78.5,2639.0,77.62,471.0,13.85,246.0,7.24,480.0,14.12,103.0,3.03,321.0,9.44,779.0,22.91,1100.0,32.35,0.0,0.0,0.0,0.0,0.0,0.0,723,21.26,1446,42.53,261,7.68,825,24.26,440,12.94,623,18.32,984,28.94,2271,66.79,29.41,52.43,15.57,29.18,2704.12,79.53,98.7,Palma
https://www.proballers.com/es/baloncesto/equipo/2796/fibwi-palma,2025,5,9,714.0,79.33,726.0,80.67,156.0,17.33,82.0,9.11,111.0,12.33,19.0,2.11,86.0,9.56,143.0,15.89,229.0,25.44,0.0,0.0,0.0,0.0,0.0,0.0,175,19.44,315,35.0,82,9.11,257,28.56,118,13.11,166,18.44,257,28.56,572,63.56,55.56,55.35,20.63,37.55,670.04,74.45,106.56,Palma
https://www.proballers.com/es/baloncesto/equipo/3006/marin-peixe-galego,2016,8,34,2479.0,72.91,2419.0,71.15,419.0,12.32,246.0,7.24,418.0,12.29,68.0,2.0,255.0,7.5,700.0,20.59,955.0,28.09,0.0,0.0,0.0,0.0,0.0,0.0,647,19.03,1280,37.65,258,7.59,786,23.12,411,12.09,580,17.06,905,26.62,2066,60.76,23.53,53.4,15.3,26.7,2484.2,73.06,99.79,Marin Peixe Galego
https://www.proballers.com/es/baloncesto/equipo/3006/marin-peixe-galego,2019,4,24,1610.0,67.08,1519.0,63.29,253.0,10.54,149.0,6.21,286.0,11.92,61.0,2.54,228.0,9.5,556.0,23.17,784.0,32.67,0.0,0.0,0.0,0.0,0.0,0.0,435,18.12,975,40.62,157,6.54,535,22.29,269,11.21,403,16.79,592,24.67,1510,62.92,16.67,47.71,12.82,29.08,1745.32,72.72,92.25,Marin Peixe Galego
https://www.proballers.com/es/baloncesto/equipo/3129/c-b-moron,2024,4,34,2430.0,71.47,2308.0,67.88,377.0,11.09,234.0,6.88,433.0,12.74,67.0,1.97,313.0,9.21,745.0,21.91,1058.0,31.12,0.0,0.0,0.0,0.0,0.0,0.0,670,19.71,1342,39.47,227,6.68,810,23.82,409,12.03,579,17.03,897,26.38,2152,63.29,11.76,50.48,13.28,29.58,2526.76,74.32,96.17,C.B. Moron
https://www.proballers.com/es/baloncesto/equipo/3175/albacete,2022,7,34,2492.0,73.29,2414.0,71.0,447.0,13.15,207.0,6.09,381.0,11.21,33.0,0.97,291.0,8.56,812.0,23.88,1103.0,32.44,0.0,0.0,0.0,0.0,0.0,0.0,584,17.18,1214,35.71,286,8.41,923,27.15,466,13.71,686,20.18,870,25.59,2137,62.85,20.59,51.09,15.85,26.38,2528.84,74.38,98.54,Albacete
https://www.proballers.com/es/baloncesto/equipo/3176/cb-zamora,2024,13,34,2674.0,78.65,2729.0,80.26,468.0,13.76,224.0,6.59,450.0,13.24,43.0,1.26,270.0,7.94,840.0,24.71,1110.0,32.65,0.0,0.0,0.0,0.0,0.0,0.0,656,19.29,1257,36.97,300,8.82,866,25.47,462,13.59,635,18.68,956,28.12,2123,62.44,38.24,55.65,16.41,24.32,2582.4,75.95,103.55,Zamora
https://www.proballers.com/es/baloncesto/equipo/3176/cb-zamora,2025,5,10,876.0,87.6,894.0,89.4,133.0,13.3,58.0,5.8,149.0,14.9,25.0,2.5,92.0,9.2,244.0,24.4,336.0,33.6,0.0,0.0,0.0,0.0,0.0,0.0,222,22.2,425,42.5,82,8.2,200,20.0,186,18.6,250,25.0,304,30.4,625,62.5,50.0,59.59,15.05,27.38,792.0,79.2,110.61,Zamora
https://www.proballers.com/es/baloncesto/equipo/405/baxi-manresa,2017,24,34,2683.0,78.91,3006.0,88.41,506.0,14.88,263.0,7.74,381.0,11.21,110.0,3.24,345.0,10.15,804.0,23.65,1149.0,33.79,0.0,0.0,0.0,0.0,0.0,0.0,750,22.06,1386,40.76,249,7.32,770,22.65,436,12.82,603,17.74,999,29.38,2156,63.41,70.59,55.4,18.06,30.03,2457.32,72.27,109.18,ICL Manresa
